question,choices,answer
"[header] How to bloom where you're planted [title] Acknowledge that you can control your thoughts. [step] Many people feel that their thoughts are beyond their control. While we're never in complete control of our feelings and emotions, there are things we can do to direct our thoughts.","['While you cannot always change your circumstances, you can work on adjusting your own perspective. [substeps] Remember, you can control your attitude.', ""If you struggle with negative thoughts or reflections, it's because your mind is not functioning well. Once you start noticing negative thoughts and reflections, stop thinking and find ways to get them out of your head."", 'Think about what might happen in the future as a result of a thought or action. It may help you move the thought away from your head.', ""One of the core fears of botanical gardeners are having unrealistic expectations about the plants they're developing. Being able to cope with this level of unrealistic expectations can help you understand that there are others out there for you.""]",A
"[header] How to become a football player after 20 [title] Be motivated to play the sport and play it well. [step] Motivation can drive you a long way and keep you focused. If you really want this to happen, you have to focus on one main thing and that is football.","[""Focus on this and don't let the other one get you down. Whatever you be doing, do so with confidence and persistence."", '[title] Ensure that you are fit and in shape. [step] Being in good shape and fit are essential for a football player.', ""Be putting yourself in the shoes of others who are passionate about this sport. [substeps] It can be physically demanding to be a pro football player, a lot of extra work, it's not necessary to give up."", ""Don't be afraid to make a point and demonstrate motivation to the field and the people playing. [title] Gather or talk with coaches or other team members.""]",B
[header] How to test your cat's intelligence [title] Hide your cat's favorite toy. [step] A cat's intelligence is similar to that of the average two-or three-year old child. One way to test your cat's intelligence is to hide one of her favorite toys behind a solid item such as a thick piece of paper or file folder.,"[""The cat will find the toy and then go looking for it quickly so that it doesn't become a distraction. [substeps] Alternatively, you could hide a toy that is made of treated material rather than plastic or tin."", 'Let her a get a good look at the toy first, then hide it behind the item. [substeps] It is best to do this activity in an uncluttered area where your cat can focus all of her attention on you.', ""[substeps] If your cat is familiar with solid objects, hide the objects in your cat's hiding spot. Your cat may instinctively pick them up and place them in her hiding location."", 'Your cat will quickly search the paper to find the toy, and will display an immediate sense of joy and love for the toy. [substeps] If your cat is clumsy, she may consume objects that she finds and destroy them.']",B
"[header] How to clean several pennies at once (ketchup method ) [title] Grab some ketchup. [step] Using condiments to clean coins might seem ridiculous, but this really works. Get ketchup and squirt it all over a plate.","['[title] Put a cotton ball or tissues in one cup of ketchup. [step] Just tear these off and throw them in the trash.', 'Get more ketchup until it starts to look greasy and gross. [title] And lastly, you can decorate your coins! [step] Be creative.', 'Completely cover the area if you have a lot of pennies, or layer it smoothly if you just have a few. [title] Get your pennies in groups of 10.', 'It will only dry after three scrubs. [title] Scoop some ketchup on bills.']",C
"[header] How to do glitter eyebrows [title] Brush out your eyebrows to start. [step] Use an eyebrow brush here. Gently run it through your eyebrow, using light stroking motions, to brush each eyebrow smooth.","[""[substeps] If you want to make the brush too rough, don't worry! It shouldn't be so rough that you mess up. Brush each eyebrow first, in the direction of the arch."", '[substeps] If you already have a thin coat of brow gel, you can simply hold the brush at the base of one eyebrow and gently run it down your eyebrow at the end, creating a circle in your brows. [title] Use temporary and permanent mascara to close your brows.', ""It's important to start with a nice smooth brow before applying glitter. [title] Dab a small section of glue on the corner of each eyebrow."", ""You can sweep the brush across both brows, holding it there as you move and not pressing it up and down, or you can let the brush end up on the brow. Don't wipe away the brush; simply graze the bristles along the brow bone.""]",C
"[header] How to make good use of a bad mood [title] Think about whether your bad mood is caused by stress. [step] Many bad moods are caused by stress, anxiety, and feeling overwhelmed. If you notice a bad mood coming on during a hectic day, you may want to step back and take this as a warning sign to slow down.","['You may need to take a five minute break and have some downtime so you can calm down. Once you do this, you may feel your bad mood start to lift.', '[substeps] Sometimes, people with bad moods, feel isolated and powerless. This can lead to others beating at them.', 'Work to break the bad habit by learning to recognize your negative thoughts instead of replacing them with positive ones. [substeps] For example, if you find yourself thinking "" nothing will happen tomorrow, "" you might identify that thought and replace that thought with something else.', ""[substeps] Once you've noticed the bad mood coming on, consider whether your changes in mood have caused it (and what similar events have affected you in the past). The common causes of bad moods in most people are nerves, stress, and conflicts.""]",A
"[header] How to fax on the canon mx410 [title] Power on your canon mx410 printer. [title] Press the button labeled "" fax. [step] Your printer will enter fax standby mode.","['[title] Place the documents you want faxed in the face side-up position on the platen glass located on top of your printer. [title] Press the button labeled "" fax quality.', '[title] Let the printer indicate the printer is fully charged. [step] This will vary but is generally preferable for whole foods or snacks.', 'On canon mx410, this mode is set to "" ok "" and will prompt the printer to enter the slack (or ip address). [title] Press the "" enter "" button to start fax standby.', 'Wait two to three seconds until the printer reboots. Click the button labeled "" 4fax standby....']",A
A girl stands at a kitchen sink and demonstrates rinsing her mouth out with crest whitening mouthwash. A girl stands by a sink talking and using had gestures. the girl,"['stops washing her mouth out with spit.', 'then picks up a bottle of crest whiting mouth wash and rinses her mouth for 60 seconds.', 'with wet nose washes again while showing off her mouth toothbrush.', 'spits the mouthwash into a laundry basket.']",B
A white screen then two boys in the kitchen. We see a counter with ingredient. The boys then mix ingredients in a bowl. we,"['see the ending credits.', 'see a person shift flour in a bowl.', 'then see them pour out the ingredient and pour them onto tablespoons.', 'see then two boys in front of the table in relaxing mode.']",B
"[header] How to teach your child to blow their nose [title] Teach your child the concept of blowing air intentionally. [step] Blowing air, whether through the mouth or the nose, is a learned skill. Unlike breathing regularly, blowing involves intention.","['This is great exercise for children who are beginning to master the concept of blowing, as they can work on their learning later on. [substeps] To teach your child to blow, begin by taking one puff.', ""While you should notice your child breathing more deeply when they are blowing, if you notice that they do not be breathing at all, then there's a good chance that they are blowing in the wrong nostril. Learn to recognize the two hallmarks of blowing."", 'If your child likes to imitate your actions, start by encouraging imitation when he is well. You should do the action first, and your child can imitate what you do.', ""Blowing (blowing out air toward another person's nose) forces the air out of the other person's mouth, causing him to blow his nose. However, the other person's nose narrows, which increases the amount of air needed to create another nostril.""]",C
"[header] How to be a happier person [title] Think positively. [step] It's impossible to have a challenge-free life, but your attitude makes all the difference with how you respond to life's challenges. Positive thinking means how you approach difficulties with a positive outlook.","['By focusing on the positive aspects of every situation you know that outweigh the negatives of every situation that pops into your head, you will be able to get a better work-life balance and lower your anxiety. [substeps] Identify and empower yourself to see obstacles as opportunities.', ""Knowing what makes you happy and what will make you happy can help you overcome challenges that don't exactly match your beliefs. A positive attitude is one that helps you avoid setbacks."", 'You have reason to feel sad and angry when decisions are made in opposition to what was meant to be or is not supposed to be. Your attitude can prove to be a big step towards being a happier person if you take the time to admit that there is not a right answer to every question.', ""It doesn't mean you avoid or push away unpleasant experiences, but that you see the best in situations. [substeps] Thinking positively means reminding yourself that negative events are temporary and opportunities to learn and grow.""]",D
A person is running on an excerise machine. the camera,"['shows the final result.', 'zooms in to the feet.', 'cuts to a club scene.', 'pans onto trees and a car driving past.']",B
"[header] How to find a child in foster care [title] Find the name of your case worker. [step] As the birth parent, you still have parental rights until a court terminates them. Accordingly, you should still receive updates about where the child is staying and how your child is doing.","[""Here are some important elements to keep in mind : [substeps] If you weren't awarded a custody of your child, then the child was at risk of getting a custody order to change the name of their birth parents. The agency or government makes determinations about custody of your child based on a combination of institutional support and illegal help."", ""Look for this information on the court's website. [substeps] Also check the social security administration (ssa) website for the name of your case worker (onseys)."", ""Go through your papers and look for the name of your child's case worker. [title] Contact child protective services (cps)."", '[substeps] At this time, contact the county child custody and parenting center for more information. [title] Check if your state permits self-care.']",C
"[header] How to be a gentleman towards girls [title] Be polite. [step] When you meet a girl for the first time, be sure make eye contact and maintain it as you introduce yourselves to each other. Don't look at the floor or stare at her body.","[""This may seem awkward at first, but it's the best indicator that you respect the girl you are meeting. [substeps] If you aren't sure what you want to say, i have suggestions."", ""Also, try to watch her body language. If she's not interested in talking, let her."", 'This is a sign you might be flirting with her and she might be interested. [substeps] Approach her slowly and really introduce yourself to her.', ""[title] Do simple things like opening doors for a girl when you're out together or bringing her a small bunch of flowers on your first date. [title] Be courteous when you are talking to a girl you like.""]",D
Various shots of a city are shown followed by a girl playing violin and many other watching. another girl,"['is seen speaking to the camera and then moving another to another side.', 'steps in and joins her by singing and several others join in to sing as well.', 'continues playing with her violin while looking around and pausing to dip it into a bucket.', 'plays instruments with the camera continuously showing them while others walk around and do the same.']",B
"[header] How to rehydrate skin [title] Use a moisturizing cleanser to wash your face. [step] Use the gentlest, cleanest, and most natural moisturizer you can get your hands on. Things like benzoyl peroxide will dry out your skin, leading to cracks and damage.","['Spritz your face with a generous amount of water, and massage the cleanser into your face using circular motions. Repeat this process throughout the day to get every major irritant out of your skin.', 'Special moisturizers are available by prescription and through mineral or traditional health food stores. [substeps] If you do not have a prescription moisturizer, skip the first step.', ""Choose a fragrance-free moisturizer that doesn't have any fragrance in it to help your skin look its most moisturized. [substeps] If you have a rosacea or agoraphobic skin condition, make sure to wash your face regularly."", 'A simple moisturizing cleanser is perfect. [substeps] Avoid fragrances or added chemicals--you just want to clean off.']",D
"[header] How to help children mature socially [title] Watch for opportunities to teach empathy. [step] Empathy is one of the most important skills for a child to build. Empathy marks social maturity as it requires putting oneself in another person's shoes, which is often a difficult thing for a young child to do.","['Therefore, it is important to watch for opportunities for children to teach empathy, whether that be in school or in a group setting. [substeps] Learn how to train a child to train.', ""Throughout your day-to-day life, look for opportunities to teach your child about empathy. [substeps] Encourage your child to consider things from another person's perspective."", 'However, empathy also locates the path you are on so that the child can understand why you feel that way. [substeps] Telling a young child to turn to empathy instead of judging her when she is struggling could teach her to empathize with others and her character.', 'The very first step towards building compassion is to assess what social interactions are unavoidable. [substeps] Social interaction occurs when children bond with others over shared interests or needs.']",B
"[header] How to clean shiitake mushrooms [title] Wipe away visible dirt. [step] If the mushrooms are still caked with dirt or other debris, gently remove it by hand. Use a clean cloth, dry paper towel, or soft-bristled brush if you prefer.","['Remove the mushrooms and discard the dirt. [substeps] You can wash the mushrooms in a large pot or bucket instead of just throwing them into the wash machine.', ""If you don't want to discard your mushrooms, you can contact the recycling center for assistance. [substeps] If you keep your mushrooms at home, you may need to clean them in the sink or in a bucket of soapy water on a day to day basis."", ""Don't worry too much about getting every bit of dirt. [substeps] There are kitchen brushes designed to help clean delicate foods, such as shiitake mushrooms."", '[title] Place the mushrooms on a non-damp paper towel and allow them to dry for about 10 to 15 minutes. [step] If a wet paper towel becomes saturated with moisture, set the mushrooms aside to dry for a day or two.']",C
"[header] How to understand what is being asked of you in an essay or exam [title] Read all of the directions. [step] No matter how many wrong answers you have, as long as you follow all the directions, you will get some credit. Re-read the question slowly.","[""Read it again and see how you can change the answer. If it doesn't do anything helpful, you will not have any credit at all."", ""[substeps] If you question an idea's answer multiple times, you can easily become stumped and you will not have a lot of time to reshape your answer. Instead, rework the idea of a question by reviewing the given reading."", 'Once you are finished, review everything you have read. Look for errors, change the question box, or rearrange the wording to be just right.', 'In your haste and panic, you may have missed the point. Then, analyze what you have learned and start writing.']",D
"[header] How to evaluate suppliers [title] Take note of the quality of the merchandise you have ordered from the company. [step] Do the items match the description listed in the wholesale catalogue? Were items ever misrepresented? [title] Recall whether you have ever been displeased with the merchandise sent by the supplier. [step] Also, write down when you were pleased with the merchandise.","['Have you ever felt unsatisfied or for unreasonable reasons? [title] Monitor reviews. [step] Were you satisfied with the product information you received? You must remain calm and find joy in the results of your analysis.', 'Assign a number to the quality of the merchandise shipped. 1 for being poor quality and 10 for being excellent quality.', 'Were customers ever expected to buy the merchandise before it became an import? [substeps] Conduct an inventory. Determine if you have ever stopped shopping for any items from the supplier.', 'Who did the product send? Did members of the company handle the bulk of the selling? [title] Document any problems related to the merchandise. [step] Were customers kicked out, frustrated, overly emotional, ripped-off or sexually inappropriate.']",B
"[header] How to find your perfect match [title] Open up and start dating now. [step] The sooner you pursue romance, the sooner you'll find that special someone. It may be scary, but you have to start somewhere.","['[substeps] Start with something as little as changing your body language. Avoid slouching, crossing your legs and arms, and stiffness.', 'Romances between men and women are often dynamic times, so getting to know your partners, over dating, and so forth is highly important. The women you select to find a partner are often the most successful, the greatest risk-taking, and the most determined.', ""Your real progress will change depending on why you care to pursue romance. [substeps] You're a grown up now, so you have to take control of your life."", ""Don't be afraid to ask a few people out on a date, and then call it a day. If it's a real date you just can't avoid, the first line of defense is to try more relevant topics that don't revolve around sex.""]",A
[header] How to fake a facial piercing [title] Purchase some jump rings. [step] You can find jump rings at your local craft store or walmart. Jump rings are small and made of metal.,"['They usually have a small gap between the two ends of the ring. [substeps] Jump rings are the best decision if you want your hoop piercings to look as realistic as possible.', 'They can also come in a metallic color, such as pink or aqua. They can also come in a flower print.', 'Jump rings are a great way to fake your facial piercing without having to wear them. Jump rings make the process of fake piercing much quicker and easier.', 'To replicate the look, wear them for ten minutes and then take them off. Run your finger along the jump ring, then slide your finger down the ring.']",A
A woman walks near the train tracks while a train drives by. The woman sees the harmonica playing man in the distance. she,"['comes back to the train and continues walking on the subway.', 'walks around the rail of the tracks and watches the scenery and the crowds of people.', 'watches him and listens to him playing.', 'begins playing with the harmonica and stops.']",C
[header] How to visit zhangjiajie [title] Review the chinese embassy site to find the required travel documents. [step] You need a travel visa to visit zhangjiajie if you don't already live in china. China has several different visa categories based on the purpose of your trip.,"[""To figure out what documents you need, visit your country's chinese embassy website. Select the applicable visa category, browse the requirements, and complete the applications and outlined instructions."", ""[substeps] Proof of age cannot be included in your visa application if you're a military citizen. You must only be a citizen of china."", ""For example, don't book a visa to visit zhangjiaie without the necessary paperwork to do so. [substeps] Other countries have citizenship restrictions in zhangjiaie."", 'For example, an entry-level visa works for travelers traveling to san francisco, and a resident visa works for travelers traveling back and forth to india. [substeps] Visit the website at http: // www.zhangjiajhangjiajies.com to make sure you meet your visa requirements.']",A
"[header] How to introduce a new puppy [title] Identify what the puppy will need and who will provide these needs. [step] Puppies require a lot of care, love, and patience. If you are bringing a new puppy into your home, you should take some time to identify what its needs will be and decide who will be responsible for each of these needs.","['[substeps] Puppies under six weeks are often responsible for between two and four days of daily care. Puppies of eight weeks and under two weeks require daycare, including attention.', 'Let the puppy know that you look after it and feel safe helping it meet your expectations. This may help to reassure the puppy that you will provide it with everything it needs.', 'Caring for a dog is a great way to teach children responsibility and compassion for animals. Try to get the whole family involved in caring for your new puppy.', '[substeps] Dogs are very vulnerable to physical and genetic injuries. A household dog may not have the appropriate amount of time to play with the dog, exercise, and socialize the puppy.']",C
"[header] How to cover your legs in hot weather [title] Wear a long linen skirt or linen pants. [step] To keep your legs covered but cool in hot weather, invest in a long linen skirt or pants. This lightweight, breathable material also reflects heat better than other fabrics, leaving the skin cool and dry.","['[title] Remove your outerwear for the day. [step] It is best to go in a warm, dry area where you will be likely to get sunny.', '[substeps] Look for a pair of elegant high quality linen pants or a crew neck top. When choosing a skirt, try to find one that shows off your legs without covering them.', ""[substeps] You can also try a button-down shirt. It's warm outside, so a regular button down shirt may work well."", 'Opt for garments with a comfortable, loose fit to allow air to flow between the linen and your skin. [title] Imitate jeans with chambray pants.']",D
"[header] How to make a cellulite treatment at home [title] Gather your ingredients. [step] You'll need coffee grounds, sea salt and body lotion for this treatment. For the body lotion, ideally a firming one would be good, but any moisturiser will work.","['[title] Make a single cup of warm water. [step] Warm water to just slightly below boiling boiling will work.', '[title] Grind ten centimeter (4.0 in) table salt into a fine powder. [step] Add the dried tea leaves, ground nutmeg, sugar and dried basil leaves.', ""You'll also need to get rosewater, which has been proven to benefit skin and prevents breakouts and sprains. [substeps] Dissolve sea salt in 8-oz (250 ml) of water."", ""You'll also need an old towel and cling film. [title] Mix together 1/4 cup of coffee grounds with ½ cup of sea salt and 1 cup body lotion in a large bowl.""]",D
[header] How to get commercial property insurance [title] Check your state's law. [step] The state in which your business is located may require specific minimum amounts of commercial property insurance. These requirements represent the minimum commercial property insurance you must purchase for your business.,"[""Check the state's law to get the maximum commercial property insurance coverage for your business. [substeps] Some states for example are kansas, illinois, maine, massachusetts, idaho, oklahoma, oregon, and tennessee."", ""[substeps] If your business is located in someone else's state, you must purchase commercial property insurance for the business in which you live within the state. In illinois, for example, you must purchase commercial property insurance with the permission of your business's zoning division."", '[substeps] The article provided is a guide to making sure you meet the minimum required minimum required by your state. Generally, the amount of commercial property insurance you must purchase is $13 , 920.', ""[substeps] You can contact your state's insurance commission to find out if there are any insurance requirements that apply to your business. You also might check with a local small business association or chamber of commerce.""]",D
"[header] How to organize a diaper bag [title] Put the diapers in first. [step] Start by placing the diapers in the bag, stacked side by side. Have the middle of the diaper facing up so they are easy to pull out and open when you need them.","[""If possible, put the diapers on lengthwise, so they don't get too flat on top of each other and leave the later parts partially open so that they can be disposed of later. [substeps] The diaper bag makes loading much easier if you have a stand-alone diaper bag."", '[substeps] Put the diapers in one side of the diaper bag. Depending on how big your diaper bag is, you may only be able to fit four to five diapers.', '[substeps] Add extra cloth diapers first, if needed, if you get more than one diaper. You can even place the diapers together in separate compartments.', '[title] Tie off the loose ends of the strings. [step] Each diaper should have a loose end.']",B
"[header] How to can pears [title] Wash the jars and lids. [step] Use dish detergent and hot water to scrub the jars and lids, especially if they were previously used. Make sure to thoroughly rinse them with running water to remove any soap.","['[title] Place the jars and lids on the tree in their upright position. [step] Place one jar at a time on the back of the tree, and position the jars 2/3 of the way apart from each other.', '[title] Sanitize and heat the lids. [step] Set a small pot of water to a boil over medium to medium-high heat.', ""[substeps] Scrub the lids gently so they aren't too stiff. Rub at them lightly with a cloth until they are clean."", '[substeps] If possible, flush jars under hot to lukewarm water. Cool the jars for thirty seconds after washing them.']",B
"[header] How to wear a chain belt [title] Wear a chain belt with jeans. [step] Jeans look great with almost any kind of belt, including chain belts. Try pairing your favorite jeans with a chain belt threaded through the loops or hanging around your hips to emphasize your curves.","['A belt made of cargo or hemp often accentuates the narrowest parts of the body. [substeps] Choosing a belt with the wrong loops or braiding it to emphasize your hourglass body is a recipe for disaster.', ""[title] Cut your chain belt's ruffles. [step] If your chain belt strips are loose, you can simply cut them."", 'Wear a denim chain belt with your favorite jeans to keep your look casual and modern, both of which means leggings and cool tops should be worn at all times when wearing a chain belt. [substeps] Wear a denim chain belt with long-sleeved shirts or informal half-sleeve tops and leggings for a nice look.', '[substeps] Consider the cut of the jeans when deciding how to wear the chain belt with them. For example, if they are high rise jeans, then you would probably want to position the chain belt around your natural waist.']",D
"[header] How to pay a pet sitter [title] Determine the going rate for pet sitters in your area. [step] Before you decide what to pay a pet sitter, you should determine the pay rates in your area. You do not want to mistakenly offer your sitter too much or too little for the job.","['Find out and ask your local animal shelters what their rates are before you make your selection. [substeps] You can also check with online services such as petfinder.', '[substeps] Browse the yelp pages in your area for pet sitting companies and individual pet sitters. Find a link to their website from there and see what rates they typically charge.', 'In addition, simply tracking down the average pay rate for pet sitters could lead to lower costs if the sitter uses part time or on-the-job budgets. [substeps] Look through local pet sitter associations like yamano or caputt, and compare rates.', 'However, you should assess what you understand about the job before deciding what payment methods you want to use. [substeps] Check with your vet for the pay rate in your region.']",B
"[header] How to raise a transgender child [title] Don't fight your child's gender. [step] Your child is already transgender, and you can't change that. Fighting your child's identity is exhausting, and it will cause them tremendous pain.","[""Resist the urge to argue with your child about her gender. Arguments are insignificant and can't hurt."", '[title] Support your child through this difficult time. [step] Your child should not feel pressured into being transgender, but they should be as supportive as possible.', ""Instead, it's important to accept that your child is different, and let them live as they are most comfortable. [substeps] Trans youth who are accepted and able to live openly as their true gender are at much lower risk of mental health problems."", ""Children who are transgender are often stubborn when it comes to love and acceptance. Arguing will only clog up your loved one's already blocked birth canal.""]",C
