question,choices,answer
What do mollusks have?,"['aerobic capacity', 'energy', 'gastropod shells', 'chemical energy', 'a cuticle', 'kinetic energy', 'soft bodies', 'alveoli']",G
What kind of animals conserve energy with their hair or fur?,"['fur', 'bears', 'mammals', 'sweating', 'frogs', 'cactus', 'goats', 'humans']",C
What causes night on a planet?,"['clouds', 'speed', 'winter', 'rotation', 'solar energy', 'axis', 'heat energy', 'wind']",D
what can lightning ignite?,"['water', 'light', 'fires', 'matter', 'heat', 'magma', 'a hosta', 'magnets']",C
What generally increases from the poles to the equator?,"['kinetic energy', 'energy', 'warmth', 'voltage', ""sun's heat"", 'temperature', 'complexity', 'sunlight']",G
What can yeast and mold decompose?,"['wood', 'moss', 'bushes', 'sugar', 'matter', 'crops', 'soil', 'paper']",A
What happens in the archegonium?,"['eggs separate', 'earth orbiting the sun', 'sperm and egg fuse', 'competition', 'fallopian tubes join', 'permineralization', 'it expands', 'cloning']",C
Plants require food in order to what?,"['adapt to their environment', 'quality of life', 'heat the body', 'produce fewer seeds', 'something to move', 'hydrate their cells', 'produce less pollen', 'produce greater ideas']",A
What do mammals use eyes for?,"['to sense sound', 'to touch things', 'focusing a lens', 'it needs them', 'encoded information', 'to sense light', 'to sense smell', 'food and shelter']",F
Some animals communicate through what?,"['chemical reaction', 'eating quietly', 'vibrating quickly', 'being silent', 'chemical changes', 'hormones', 'barks and snarls', 'chemical messengers']",G
What has a negative impact on plant growth?,"['pesticides', 'competition', 'bees', 'wind', 'darkness', 'pollution', 'disease', 'rain']",E
What can cause plants to receive less energy,"['summer solstace', 'dehydration', 'fossil fuels', 'exposure to cold', 'lunar orbit', 'they may not survive', 'solar flares', 'the earth being tilted']",H
what makes soil stable?,"['weather', 'heat', 'magma', 'rain', 'streams', 'water', 'trees', 'crust']",G
what takes in food by eating producers or other living things?,"['people', 'density', 'fungi', 'viruses', 'clouds', 'animals', 'humans', 'bears']",G
What can fungi spores develop into without being fertilized?,"['shrub beds', 'litter', 'sugar', 'protein', 'bacteria', 'graptolites', 'ferns', 'food']",E
When stretched too thin what kind of bands will vibrate?,"['an object', 'coiled', 'mechanical', 'elastic', 'nerves', 'arteries', 'waves', 'small']",D
what are assembled inside of the nucleus,"['proteins', 'h2o', 'acids', 'all matter', 'cell wall', 'chlorophyll', 'seeds', 'allow growth']",A
Dogs remain what to free-living or parasitic species?,"['hungry for', 'warm-blooded', 'susceptible', 'fertile', 'taken over by', 'more abundant', 'animal survival', 'friendly towards']",C
What can keep water vapor out of the atmosphere?,"['condensation', 'vaporization', 'chemicals', 'evaporation', 'the skin', 'solutions', 'riding a bike', 'air pressure']",C
A bulb requires electrical energy to produce part of what kind of spectrum?,"['an electron microscope', 'magnetic', 'autism spectrum', 'electromagnetic', 'rain or sun shine', 'direct energy', 'field', 'hydrogen and oxygen']",D
what can wood be used for?,"['fuel', 'cooling', 'energy', 'preserving', 'food', 'trees', 'icing', 'cooking']",H
A solar panel converts _ into electricity,"['warmth', 'light', 'summer', 'consumers', 'an object', 'cells', ""sun's heat"", 'photons']",H
What can cause jackknifing and rollover in a vehicle?,"['storms', 'slow motion', 'friction', 'vibration', 'earthquakes', 'emergency services', 'thunderstorm', 'air bags']",C
What is used for cellular respiration for aerobic organisms?,"['air', 'o2', 'o3', 'rna', 'co 2', 'fat', 'lung', 'tube']",A
Some producers use what physical feature to use energy and inorganic molecules?,"['leaves', 'sunlight', 'solar energy', 'sun', 'resevoir', 'chemicals', 'mitosis', 'trees']",A
what kind of beads are formed from vapor condensing?,"['tiny', 'h20', 'h2o', 'carbon', 'hydrogen', 'rain', 'oxygen', 'dew']",C
If the smallest unit of an element is neutral and it loses an electron what charge is formed?,"['positive', 'nucleus', 'negative', 'energy', 'energy', 'iron', 'electrically', 'uncontrolled']",C
What metabolic rate does a shrew have?,"['allow growth', 'high rate', 'four limbs', 'complex', 'glucose', 'energy', 'more abundant', 'energy']",B
What do animals use as a food course?,"['it keeps an organism warm', 'water', 'generating heat', 'organic compounds', 'deadwood', 'light energy', 'other living things', 'inorganic']",G
What can fungi decompose?,"['mildew', 'sound', 'taste', 'bushes', 'bamboo', 'peat', 'trees', 'oil']",G
semi-arid climates have plants that are able to do what with water,"['be flooded by', 'growth', 'store', 'transpire', 'survive', 'adapt', 'float in', 'grow']",C
What does plant plankton need for food?,"['sunlight', 'chemicals', 'glucose', 'warmth', 'bodily water', 'photons', 'the sun', 'energy']",A
An example of an animal that has permeable skin is,"['a fish', 'goats', 'a fox', 'mammals', 'an iguana', 'rabbit', 'a frog', 'a shark']",G
What has good eyesight and a keen sense of smell?,"['bats', 'crocodiles', 'viruses', 'mammals', 'animals', 'bacteria', 'rabbit', 'fur seals']",B
What can be killed in food by irradiating it?,"['heterotrophs', 'a virus', 'bacteria', 'smallpox', 'seeds', 'viruses', 'steam from rising', 'the core']",C
A person is what without cellular respiration?,"['major threat to health', 'dormant state', 'they may not survive', 'breathing deeply', 'tired and lacking energy', 'hydrated and full', 'dead organisms', 'awake and sleepless']",E
Driving a car contributes to ,"['dark matter', 'quality of life', 'global warming', 'salty cashews', 'kinetic energy', 'lowered energy cost', 'expansion of the universe', 'survive']",C
P16 is an example of what type of thing that causes cancer when it stops functiong properly?,"['toxins', 'edema', 'gene', 'ferns', 'co 2', 'pdas', 'hiv', 'albino']",C
Model rocketry can be used to study how people are what?,"['able to read', 'warm', 'dead', 'living', 'moved', 'born', 'humans', 'moved by emotion']",E
What uses Earth 's magnetic patterns to find locations?,"['pigeons', 'cats', 'rats', 'elephants', 'bats', 'salmon', 'birds', 'humans']",G
What requires adding heat energy?,"['evaporation', 'fixing a table', 'boiling', 'heating liquids', 'dehydration', 'eating bananas', 'washing dishes', 'cooking meat']",H
what reproduces asexually by budding?,"['h2o', 'something found in san francisco', 'humans', 'something made from fermented ricce', 'small single-celled plants', 'microscopic organisms', 'peachleaf willow', 'insects']",E
what does an automobile engine convert chemical energy into?,"['objects that have mass', 'something to move', 'transportation technology', 'energy of moving objects', 'the bending of a ray of light', 'solid liquid gas', 'to move people', 'basic building blocks of life']",D
Medicine is used for doing what to babies when they are sick?,"['antibiotics', 'killing them', 'sterilized', 'harming them', 'poisoning them', 'pasteurization', 'some drugs', 'curing them']",H
Frogs have a _-chambered heart.,"['alveoli', 'organ', 'ovaries', 'oxygen', 'edible', 'three', 'nektar', 'co 2']",F
What does reducing heat change gas into?,"['water', 'solutes', 'energy', 'rock', 'sweating', 'tube', 'liquid', 'freon']",G
What can feed on phytoplankton?,"['producers', 'phytoplankton', 'passenger pigeons', 'bacteria', 'tiny crustaceans', 'the sun', 'honeybees', 'parasites']",E
When do animals need to replenish bodily water?,"['during starvation', 'excretion', 'during hunger', 'during dehydration', 'they body they live in', 'during flood', 'excretory structures', 'recovery time from fatigue']",D
Most people can survive only a few days without controlling the body's what?,"['temperature', 'ideas', 'oxygen', 'menace', 'energy', ""it's state"", 'energy', 'movement']",A
what does homeostasis mediate?,"['sweating', 'cardiac arrest', 'keeping the dog warm', 'cell activities', 'plants growth', 'animal survival', 'reproduction', 'photosynthesis']",D
What from one species to another occurs over geologic time?,"['energy', 'science', 'means', 'change', 'fusion', 'movement', 'pollen', 'time']",D
the output of a spring can eventually form a what?,"['voltage', 'rain', 'power', 'dormant', 'valley', 'mountain', 'skyscraper', 'goldmine']",E
What relies on a relatively narrow range of something you can measure with paper strips?,"['length', 'voltage', 'all life', 'mammals', 'humans', 'most plants', 'agriculture', 'animals']",C
what is released into the surrounding water through the osculum?,"['keratin', 'hydrogen', 'vibrissae', 'male gametes', 'melanin content', 'irritants', 'precipitation', 'water vapor']",D
What brings the building blocks of proteins to the ribosomes in the correct sequence?,"['recycling', 'flow of electrons', 'chemical energy', 'it needs them', 'an engine', 'light energy', 'a computer', 'molecules of trna']",H
What can be used to measure seconds?,"['watch', 'seconds', 'fluid', 'ruler', 'goggles', 'glasses', 'drill', 'scale']",A
burning wood is used to keep buildings what?,"['comfortable', 'closed', 'homogenous', 'warmth', 'smokey', 'cold', 'staying warm', 'freezing']",A
What can be caused by rain?,"['landslides', 'water expanding', 'deforestation', 'salinity', 'vaporization', 'flooding', 'pollution', 'contamination']",A
What does the pituitary do to other endocrine glands??,"['adding heat', 'it releases them', 'it needs them', 'damages them', 'interact', 'it destroys them', 'it sends them to the skin', 'it controls them']",H
Carrots and beets what in length and width from primary and secondary meristem?,"['grow shorter', 'grow smaller', 'grow bigger', 'peachleaf willow', 'grow narrower', 'they bend', 'in their leaves', 'rapid expansion']",C
"what is it when a cell converts from oxygen and carbohydrates into carbon dioxide, water, and energy?","['a transportation fuel', 'extremely important', 'a hemisphere is tilted away from the sun', 'series of enzyme-mediated reactions', 'production of energy', 'the most widely used biofuel', 'chemical messengers', 'it helps plants in growing']",D
what can breaking apart rocks cause?,"['mechanical', 'cancer', 'respiration', 'water vapor', 'permineralization', 'loose soil', 'worldwide problems', 'harmful substances']",G
The movement of this body aids in the formation of soil.,"['solar system', 'rain', 'streams', 'forces', 'body politic', 'human nature', 'river', 'wind']",G
what are multicellular eukaryotes?,"['horses', 'fungi', 'insects', 'plants', 'conifers', 'ferns', 'potatoes', 'legumes']",A
What is one thing studied in immunology?,"['illness', 'antigens', 'humanism', 'health', 'philosophy', 'resistance', 'symbology', 'fever']",B
what gets organic compounds from dead organisms?,"['bacteria', 'trees', 'mildew', 'potatoes', 'plants', 'cows', 'cooking', 'pine']",C
What causes an object to change shape?,"['origami', 'sitting', 'circling', 'heat', 'listening', 'friction', 'erosion', 'a prism']",A
What can be used to keep warm?,"['hair', 'eating steak', 'wool', 'fibers', 'hats', 'catching lobster', 'fueling cars', 'fur']",C
What do seismometers measure?,"['something caused by fault movement', '70-75 degrees fahrenheit', 'how fast a vehicle is going', 'something caused by stupidity', 'antigens that cause allergy', 'something caused by wind', 'something caused by gravity', 'speed at which sound moves']",A
What do some animals need to survive?,"['radiation', 'smell', 'energy', 'harm', 'warmth', 'oxygen', 'defeat', 'water']",B
What is produced by chloroplasts?,"['oxygen', 'sunlight', 'blood', 'energy', 'glucose', 'gasoline', 'energy', 'nitrogen']",H
what does wound healing require,"['protein', 'nutrients', 'enzymes', 'food', 'blood', 'amino acids', 'carbohydrates', 'cells']",A
What can keep a home warm?,"['cellulose material', 'an electric stove', 'movement of an air mass', 'plastic wrap', 'water', 'bubble tape', 'electricity', 'animal fur']",A
What helps increase flexibility and muscle tone?,"['movement', 'hydration', 'fitness membership', 'fats', 'hypertrophy', 'arteries', 'exercise', 'proteins']",G
Jellyfish and corals have no what?,"['underwater life', 'movement', 'flagellum or tiny hairs', 'bodies', 'last stage before adulthood', 'antigens that cause allergy', 'vertebrae or backbone', 'nuclear membrane']",G
What can cause an object to remain stationary?,"['travel', 'microscope', 'running', 'wind', 'sweating', 'cold air', 'gravity', 'motion']",G
Which gland has the largest impact on human metabolism?,"['three', 'pituitary', 'energy', 'chlorophyll', 'sweat', 'energy usage', 'salivary', 'mammary']",B
Marine species live mainly in waters which are very rich in what,"['liquid', 'energy', 'salt', 'fish', 'oxygen', 'life', 'matter', 'carbon']",D
"what is cells converting oxygen and carbohydrates into carbon dioxide, water, and energy?","['not necessary for life', 'requirement for life', 'most plants', 'one celled organisms', 'digestion', 'they body they live in', 'h2o', 'circulatory systems']",B
What powers most automobiles? ,"['sunlight', 'a finite resource', 'natural gas', 'an engine', 'energy of moving objects', 'water', 'a hydraulic system', 'transportation technology']",B
Cancer genes can be a what?,"['refract or absorb', 'mistake in the gene', 'massive damage', 'fault of the protein', 'mistake in the wall', 'purpose of the cell', 'major threat to health', 'a lot of human deaths']",B
Offspring sometimes inherit this type of gene from parents:,"['sperm', 'hormones', 'haploid', 'genetic', 'chromosomes', 'recessive', 'ribosomal rna', 'rna']",F
Which product is widely used today to make fuel for cars?,"['swamp gas', 'corn', 'comets', 'meteorites', 'fat', 'energy', 'oil', 'carbon']",B
What produces brake dust?,"['filling a tire with air', 'uncontrollable burning', 'mild heating process', 'a rubber tire', 'microscopic organisms', 'collision of crustal plates', 'a parked car', 'stopping a vehicle']",H
What stuck to animal fur can spread?,"['teeth', 'disease', 'thoughts', 'rabies', 'viruses', 'seeds', 'vibrations', 'a virus']",F
What increases in habitats from the poles to the equator?,"['the number of individuals', 'sub-units of species', 'the arctic', ""different organisms' numbers"", 'ice', 'biological diversity', 'penguins', 'heat and light']",D
A response to what occurs when many muscles contract a little at once?,"['heat', 'cold', 'sweat', 'pain', 'forces', 'stress', 'comfort', 'motion']",B
Organisms in which class have beaks that are generally adapted for the food they eat?,"['apples', 'mammalia', 'koalas', 'voles', 'agnatha', 'aves', 'reptilia', 'edible']",F
What has a woody stem covered in bark?,"['bacteria', 'bushes', 'elms', 'humans', 'flowers', 'spruce', 'oaks', 'bamboo']",G
what do spiders catch?,"['insects', 'hairs', 'rain', 'lions', 'protozoa', 'tiny hairs', 'lamphreys', 'cnidarians']",A
Evaporation can be used for separating a solute from,"['soil', 'salts', 'water', 'vapors', 'liquid', 'gas', 'compounds', 'lipids']",C
What helps to insulate and protect the body?,"['tail fins', 'animal fur', 'fur seals', 'keratin', 'nitrogen', 'snow', 'epidermis', 'poultry']",D
What is gestation?,"['three stages after birth', 'period after birth', 'giving birth', 'birth control', 'last stage before adulthood', 'an aborted pregnancy', 'sexually maturity', 'carrying offspring to birth']",H
When does a gas's density decrease?,"['time and energy', 'cool off', 'dehydration', 'air cools', 'it becomes dormant', 'evaporation', 'dilution', ""when it's heated""]",H
Which can have a positive impact on plants?,"['nutrient deprivation', 'brown rot', 'trees', 'birds', 'colors', 'drought', 'wind', 'leds']",D
Aging is associated with degrading:,"['most plants', 'an object', 'acids', 'telomeres', 'layers of fat', 'chlorophyll', 'vegetation', 'the skin']",D
what do megaspores develop to do?,"['produce eggs in flower ovaries', 'generating heat', 'have a positive impact on the environment', 'photosynthesis', 'rapid expansion', 'it helps plants in growing', 'plant reproduction', 'spread flower seeds']",A
what would be protected from a wild fire?,"['amoebae', 'shrews', 'trees', 'bullfrogs', 'tunicates', 'lobsters', 'organisms', 'oak']",B
What can be done to prevent illness from eating oysters?,"['eating only younger oysters', 'wearing protective clothing', 'evaporative cooling', 'shucking with two hands', 'prolactin release', 'excretory structures', 'fully cooking the oysters', 'electron transport']",G
what can be used for keeping warm?,"['wings', 'fur', 'lipids', 'hats', 'hair', 'limbs', 'snow', 'fibers']",G
Evaporation can be used to move a solvent apart from:,"['heat', 'temperature', 'water', 'heat energy', 'all liquids', 'vaporization', 'evaporation', 'a solute']",H
What is it called when rocks are broken down mechanically?,"['mines', 'dangerous', 'coral reef', 'cracking', 'tube', 'loose soil', 'calcite', 'erosion']",H
the health of what is positively impacted by having food?,"['hot dogs', 'h2o', 'goats', 'animals', 'humans', 'lungs', 'plant', 'people']",G
a long tail can be used for _ by an animal,"['bullfrogs', 'swimming', 'growth', 'flying', 'courtship', 'navigation', 'support', 'mating']",B
What shares some of the same structures and basic functions?,"['sensory neurons', 'all programming languages', 'veins and arteries', 'everything', 'all objects', ""an organism's body"", 'hair and skin', 'animals']",G
what is considered to be nonliving?,"['bacteria', 'disease', 'protist', 'death', 'herpes', 'illness', 'humans', 'oak tree']",E
What size are cells?,"['either huge or tiny', 'non existent', 'dense', 'large', 'white', 'tiny', 'dead', 'albino']",F
How is bread cooked with heat energy?,"['evaporative cooling', 'movement of an air mass', ""it's converted from electrical"", 'a hemisphere is tilted away from the sun', 'something made from fermented ricce', 'heat production', 'a transportation fuel', 'heat is produced']",C
What does the Earth being tilted on its rotating axis cause?,"['wind', 'the galaxy', 'summer', 'spring', 'rainfall', 'heat', 'the moon', 'the solar system']",C
what unites to form a diploid zygote?,"['plant reproduction', 'most plants', 'orchids', 'sperm and ova', 'salt and pepper', 'predator and prey', 'honeybees', 'diploids and zygotes']",D
"After someone eats, the food is chemically digested mainly where?","['antigens that cause allergy', 'in the small bowel', 'prokaryotic cells', 'on a plant possessing stoma', 'dermal & vascular tissue', 'the environment', 'holding nutrients', 'occurs over a wide range']",B
Electrical current running through wire can do what or cause a fire?,"['check the wire', 'damage the insulation', 'cool the wire', 'get chemical reactions started', 'kinetic energy', 'move the wire', 'activation energy', 'get started']",B
What does lubrication prevent?,"['permineralization', 'losing energy', 'harmful substances', 'prolactin release', 'pollution', 'sweating', 'contamination', 'greenhouse gasses']",B
What has a negative impact on the body?,"['pathogens', 'medicines', 'antibiotics', 'smallpox', 'amoebae', 'viruses', 'smoking', 'antibodies']",A
if an object is made of a material then that object has what?,"['objectionable material', 'a solid geometric shape', 'kinetic energy', 'solid liquid gas', 'electromagnetic energy', 'mass and density', 'mass hysteria', 'dense water']",F
What are lakes formed by?,"['erosion', 'streams', 'desert', 'flooding', 'mice', 'rivers', 'stars', 'clouds']",H
Pneumonia may be caused by viruses or ,"['bacteria', 'a hazard', 'cold weather', 'humidity', 'mildew', 'pdas', 'injury', 'methane']",G
What increases survival?,"['root growth', 'chlorophyll', 'death', 'lack of water', 'lack of food', 'fur and fat', 'evolving adaptations', 'fully cooking the oysters']",G
"animals do what with sounds, chemicals or visual cues?","['share ideas', 'share beds', 'movement', 'share technology', 'reusing things', 'share time', 'riding a bike', 'to move people']",A
What can cut off the oxygen to cells?,"['sulfur dioxide', 'oxygen atoms', 'the heart stopping', 'massive damage', 'smoking pipes', 'water', 'hair', 'cigarettes']",C
What regulates chemical messengers in the body?,"['several genes', 'wooden mechanisms', 'antigens that cause allergy', 'feedback mechanisms', 'lymphocytes', 'mechanical mechanisms', 'electronic mechanisms', 'two or more sets of alleles']",D
Radioactive isotopes are commonly used to do what to the age of fossils?,"['duplicate itself', 'observe it', 'debate them', 'temperature', 'time and energy', 'determine them', 'remove them', 'assign them']",F
What can ultraviolet light cause?,"['chemical changes', 'cold skin', 'killing insects', 'healthy skin', 'disease', 'skin cancer', 'symptoms', 'low temperatures']",F
Where do some plants store water?,"['near the shoreline', 'fibrous material', 'rocks', 'soil', 'dormant state', 'mountain sources', 'one celled organisms', 'air']",B
What is the rate of ice wedging?,"['in the winter', 'erosion', 'mechanical', 'physical weathering', 'dilution', 'friction', 'it fluctuates', 'kinetic']",G
What causes seasons to change?,"['time and energy', 'gravity', 'orbital tilt', 'clouds', 'global warming', 'weather', 'climate', 'an object']",C
Warm air advancing on what causes cloudy and rainy weather?,"['streams', 'streams', 'movement', 'flooding', 'coastlines', 'rivers', 'rainfall', 'cold air']",H
A valley is formed by what in the wilderness?,"['loose soil', 'ice storms', 'rain', 'soils', 'tidal waves', 'cloud cover', 'erosion', 'flowing']",H
Experiments are performed in the _.,"['laboratory', 'tooth enamel', 'ecosystems', 'treatment', 'restroom', 'several', 'gym', 'marine']",A
What do microbial fuel cells transform hydrogen into?,"['renewable energy', 'electrical energy', 'kinetic energy', 'electromagnetic energy', 'an engine', 'transportation technology', 'solar energy', 'oil']",B
what can genetic material have?,"['resistance', 'mutations', 'clorophyll', 'nucleotide', 'symmetry', 'allow growth', 'contamination', 'warmth']",B
What are used for seeing by animals by sensing light?,"['photons', 'fingers', 'cactuses', 'ears', 'pupils', 'decibels', 'noses', 'bullfrogs']",E
Dilation occurs when part of a cell that a what does not have relaxes.,"['breathing', 'organ', 'the eyes', 'abrasion', 'complex', 'animal', 'nerves', 'retina']",F
what move by waving?,"['humans', 'cilia', 'kids', 'algae', 'cells', 'people', 'plankton', 'weater']",B
What can be caused by an agent used to control pests?,"['influenza', 'noise', 'contamination', 'growth', 'disease', 'pollution', 'viruses', 'water damage']",F
How does a windmill make wind energy?,"['simple', 'adding heat', 'programmed', 'movement', 'water', 'standing still', 'forces', 'electricity']",D
what cause production of mutations in DNA of areas such as lungs,"['damages them', 'the environment', 'carcinogens', 'cigarettes', 'rays or beams', 'smoking tobacco', 'smoking', 'pollution']",C
Which of the following can conduct heat?,"['paper', 'crayon', 'shoe', 'glass', 'skin', 'liquid', 'copper', 'coin']",H
Animals require what to grow and heal?,"['energy', 'food', 'proteins', 'microbes', 'cells', 'energy', 'four limbs', 'bamboo']",D
"If you blow oxygen inside of a whistle, what will vibrate inside of the whistle?","['an object', 'friction', 'energy', 'waves', 'heat', 'oxygen', 'a chime', 'sound']",F
Electrons separating from what in certain bright astronomical objects forms plasma?,"['flames', 'iron', 'energy', 'atoms', 'matter', 'energy', 'quarks', 'rocks']",D
what influences the ability of organisms to micro-evolve to their environment?,"['seeds', 'skies', 'laughter', 'resistance', 'vegetation', 'wind', 'climate', 'energy']",G
What do you measure in inches and fractions of inches?,"['axis', 'time', 'forces', 'joules', 'length', 'weight', 'size', 'feet']",E
where is lymph located?,"['surface', 'osculum', 'skin', 'veins', 'bones', 'testes', 'nodes', 'brain']",G
