question,choices,answer
"To sweep a team in the nba playoffs,","['win two straight games without letting the opposing team win a single game', 'win four straight games without letting the opposing team win a single game']",B
How to keep your gummys from sticking to each other?,"['rub each bear with corn syrup before putting them in the bag', 'rub each bear with corn starch before putting them in the bag']",B
Improve mood quickly.,"['hold a frown for a minute', 'hold a smile for a minute']",B
how do you cut suddenly in a sport?,"['stutter step and then change directions quickly to cut', 'plant your foot in the ground and drive hard the other way']",B
To bend shapes in wire,"['use needle nose pliers', 'use needle nose tweezers']",A
What size box should I use to make a lego batman costume?,"['as long as it cover you chest', 'you need on that covers the entire torso']",B
fork,"['you can hide it pitcher ', 'you can hide it staple ']",A
bottle opener,"['can open books easily', 'can open canned food easily']",B
Make a smartphone holder for airplane flights.,"['put in a paper bag and wedge in between lip of food tray', 'put in a ziploc bag and wedge in between lip of food tray']",B
How long should liquid nails dry?,"['just because liquid nails look dry in a short period of time it does not mean it is dried to maximum strength', 'liquid nails should be adhered to surfaces for 24 hours taking a full week to completely cure to maximum strength']",B
How can I make my own picture frame message board?,"['to make these message boards grab a picture frame and some paper then cut the paper to fit the frame and set it in behind the glass because the glass makes an excellent dry erase surface!', 'to make these message boards grab a picture frame and some paper then cut the paper to fit the frame and set it in front of the glass because the glass makes an excellent dry erase surface!']",A
how do you reference something?,"['refer back to it', 'mention it']",A
How do you take care of potted orchids?,"[""orchids need ample water but should be allowed to dry out some between waterings one way to check for watering is by poking your finger about an inch into the growing media if it's dry give it some water; otherwise let it be indoor orchid plants also need adequate sunlight about fifty to seventy percent"", ""orchids need ample water but should be allowed to dry out some between waterings one way to check for watering is by poking your finger about an inch into the growing media if it's dry give it some water; otherwise let it be indoor orchid plants also need adequate humidity about fifty to seventy percent""]",B
how to grill boneless chicken?,"['low and slow for at least six hours', 'quickly over direct heat']",B
To apply dye to leather,"['use a molotow marker', 'use a molotov cocktail']",A
To layer the shepards pie,"['place the meat mixture in the bottom of the pan and them smear the mash potatoes mixture on top smoothing out any roughly parts', 'place the mash potatoes  mixture in the bottom of the pan and them smear the meat mixture on top smoothing out any roughly parts']",A
To cast image of laptop using a projector,"['connect the laptop to the projector using a vga cable', 'link the laptop with the projector using a cable to transmit the data']",A
What kind of boxes are good for making shelves?,"['shoe boxes', 'jewelry boxes']",A
how do you open a vegetable can?,"['put it through a can opener', 'stab it with a knife and slice the lid off']",A
One wants to practice yoga on the run.,"['one should make an expanding pair of stretch pants', 'one should make an expanding yoga mat']",B
How to easily clean a wooden chopping board?,"['rinse the board with water and salt scrape with a sponge and detergent and then rinse with water and salt again', 'rinse the board with water then scrape with a sponge and salt and then rinse with water and detergent again']",B
What types of oil should be used when making a hand salve?,"['oliveavocado vitamin e and an essential oil of your choice', 'oliveavocado vitamin d and an essential oil of your choice']",A
How to Make Slingshot Straw Rockets for a Kids Engineering Project,"['to make slingshot straw rockets for a kids engineering project first gather your materials you will need large straws; rubber band; craft stick; paper fastener; card stock; masking tape; pencil eraser', 'to make slingshot straw rockets for a kids engineering project first gather your materials you will need large straws; rubber band; craft stick; paper shredder; card stock; masking tape; pencil eraser']",A
Why do doctors get paid high?,"['they wear clean clothes everyday', 'they do important work in the context of our society']",B
How to clean a curling iron.,"['rub steel wool over the barrel of the iron', 'rub steel wool over the handle of the iron']",A
Make flat iron holder.,"['fold pot holder into a square', 'roll pot holder into a cylinder']",B
To make a dustpan when you don't have one readily available.,"['use an empty gallon of milk cut out the corner of the bottle that’s attached to the bottom plus the top and you have a diy dustpan', 'use an empty gallon of milk cut out the corner of the bottle that’s attached to the handle plus the handle and you have a diy dustpan']",B
Remove spider webs from ceilings.,"['use floor swiffer on corners', 'use floor mop on corners']",A
flashlight,"['shines a light ', 'shines with polish ']",A
What is the best hangover breakfast you can have that will help you recover?,"['a banana (replenish potassium) multi vitamin (replenish nutrients lost) saltines (sodium helps retain water)  extra water', ""don't eat anything you are nauseous and need to rest""]",A
How do you make a bank shot in basketball?,"['make sure the ball hits the backboard before going in', 'make sure the ball hits the ground before going in']",A
Pay the mortgage payment.,"['empty one of the bedrooms and put an ad on craigslist to have someone come and rent a room from you thus bringing your mortgage payment down', 'work as many hours as you can and save the money to pay the bills']",B
How do I prepare the area to build a sun room addition to a house?,"['remove obstructions and clean the area also make sure that the grade is such that it slopes towards from the house', 'remove obstructions and clean the area also make sure that the grade is such that it slopes away from the house']",B
pants,"['cover  socks  if pants are very short', 'cover butts  if pants are very short']",B
How can I repel mosquitoes?,"['pms a compound found in lemon eucalyptus oil is a highly-effective mosquito repellant according to the centers for disease control', 'pmd a compound found in lemon eucalyptus oil is a highly-effective mosquito repellant according to the centers for disease control']",B
"To prevent your blender from burning out when trying to blend banana peels, you can","['cut them up after you add them to the mix', 'cut them up before you add them to the mix']",B
to distribute oil when seasoning a cast iron pan,"['use a rag napkin or beach towel to wipe oil on the outside bottom outside edges then inside', 'use a rag napkin or paper towel to wipe oil on the outside bottom outside edges then inside']",B
vise,"['can crack a tree ', 'can crack a nut ']",B
What should I use as a stain on a wooden bowl I've just made.,"['you should coat the wooden bowl with a butcher block oil & finish per manufacturer directions', 'you should coat the wooden bowl with a butcher knife oil & finish per manufacturer directions']",A
"To cut a strip of LED's and ensure they stay functional, you can","['cut in groups of three and make sure to cut the power cord', 'cut in groups of three and make sure not to cut the power cord']",B
How do I bring the coconut milk to a boil when making vanilla ice cream?,"['bring the coconut milk to a boil in a plastic container over low to medium heat', 'bring the coconut milk to a boil in a sauce pan over low to medium heat']",B
How to Separate Egg Whites and Yolks,"['to separate egg whites and yolks crack an egg over a mixing bowl juggle three eggs in the air until the yolk separates from the white', 'to separate egg whites and yolks crack an egg over a mixing bowl juggle the egg between two halves of the shell until the yolk separates from the white']",B
find fun toppings for ice cream.,"['you can use colorful toppings like teddy bears and candy sprinkles', 'you can use colorful toppings like gummy bears and candy sprinkles']",B
How many hamburger patties will one pound of ground beef make?,"['one pound will make about 40 hamburger patties', 'one pound will make about 4 hamburger patties']",B
"To join two lengths of PVC pipe together, you can","['push them together until they snap into place', 'glue them together until they snap into place']",A
pan,"['can cook bacon ', 'can cook dough ']",A
how to easily peel garlic cloves,"['if you have a garlic press just pop the whole clove in the food processor press and then remove the empty peel', 'if you have a garlic press just pop the whole clove in the hopper press and then remove the empty peel']",B
What is needed to make legs for a DIY wooden table?,"['you can use steel or iron pipes', 'you can use black craft pipe cleaners']",A
How do you win a bid on eBay?,"['make a bid that is higher than the current bid right before the bid timer runs out', 'make a bid when the listing first is posted when it expires you should win the item']",A
How to keep bra shape while gluing rose petals on.,"['place melon under bra cup while gluing rose petals on', 'place cone under bra cup while gluing rose petals on']",A
How should I pet my dog?,"['using your hand you should rub the hair of your dog going against the grain', 'using your hand you should rub the hair of your dog going with the grain']",B
how do you use headphones?,"['plug them into your device', 'plug them into your device and then place the headphones over your head to where each side is covering your ears']",B
"To make a no-sew pillbox hat, what should I do with the scissors?","['cut off the brim of the cowboy boot and leave the hat band in place', 'cut off the brim of the cowboy hat and leave the hat band in place']",B
What is the best glue to use for popsicle sticks?,"['the best glue to use for popsicle sticks is a glue stick', 'the best glue to use for popsicle sticks is wood glue']",B
How can I make a random meal,"['grab random things from your pantry and fridge them bake it all together', 'grab random things from your pantry and fridge them hit it all together']",A
To make pumpkin stems out of chocolate to put on pumpkin cupcakes.,"['melt some chocolate chips and put the melted mixture in a zip lock bag with the corner snipped make sure it is a very small cuti made my stems by going up and down with the chocolate on parchment paper', 'melt some chocolate chips and put the melted mixture in a zip lock bag with the corner snipped make sure it is a very small cuti made my stems by going up and down with the chocolate on aluminum foil']",A
Use toilet paper rolls for in home bowling.,"['line up the rolls in a triangle and use a tennis ball to knock them over', 'line up the rolls in a triangle and use a bowling ball to knock them over']",A
how do you display something?,"['leave it out for people to see', 'put it away in a closed space']",A
Hit a baseball with a baseball bat.,"['while holding the bat upright with the hands stride towards the baseball while swinging the bat in the direction of the baseball to make contact and send the baseball in the opposite direction', 'while holding the bat upright with the hands stride towards the baseball while swinging the bat in the opposite direction of the baseball to make contact and send the baseball in the same direction']",A
pitcher,"['can store basketballs well', 'can store water well']",B
How do I marinate the fillets for easy baked salmon?,"['put the salmon fillets in a large plastic bag add the sauce you want seal the bag turn it over to coat both sides then place in fridge for at least 2 hours', 'put the salmon fillets in a large plastic bag add the sauce you want cut the bag turn it over to coat both sides then place in fridge for at least 2 hours']",A
Increase shine of leather jacket.,"['use baby wipes to clean jacket', 'use foil to clean jacket']",A
"To seal off a bag of opened chips, you can easily craft a chip clip by","['breaking off the two clips that come on a plastic pants hanger', 'breaking off the hook that comes on a plastic pants hanger']",A
fork,"['can be used to stab rock ', 'can be used to stab a person ']",B
How can I reduce exposure to Mosquitoes?,"['mosquitos are most active right around dawn and dusk possibly because the wind tends to die down  so if at all possible avoid spending time outdoors during these mosquito-heavy times of day to reduce your exposure to the little creatures', 'mosquitos are most active right around dawn and dusk possibly because the wind tends to increase and blow hard so if at all possible avoid spending time outdoors during these mosquito-heavy times of day to reduce your exposure to the little creatures']",A
How to get rid of crows.,"['make a scarecrow out of straw and a post and clothing', 'sit in the yard with the bb gun unpumped and every time a crow enters shoot at it to scare it aweay']",A
To eat Orange chicken without a fork.,"['take a pair of chop sticks in your dominant hand and use them to pick up objects by spreading them a part a little and pinching them together', 'take a pair of chop sticks in your dominant hand and use them to pick up forks by spreading them a part a little and pinching them together']",A
To get wrinkles out of clothes without an ironing board.,"['throw your wrinkled clothes in the dryer with a wet sock for thirty minutes', 'throw your wrinkled clothes in the dryer with a dirty sock for thirty minutes']",A
"To make a clay snake,","['take a chunk of the polymer clay and roll it under your palms on a hard surface until it is longer and thinner', 'take a chunk of the polymer clay and roll it under your palms on a carpeted surface until it is longer and thinner']",A
"To remove a stamp from an envelope,","['empty the envelope put the envelope in a shredder for about 10 seconds then peel the stamp from envelope', 'empty the envelope put the envelope in a microwave for about 10 seconds then peel the stamp from envelope']",B
crayon,"['can color wood ', 'can color metal ']",A
Table runner,"['can be worn as a  scarf on a head', 'can be worn as a  crown on a head']",A
"Stop a key from sticking in a lock, or from being difficult to put into a lock.","['use a paper towel and apply some glue to the key  wipe the key almost clean a small amount of glue will be left behind allowing the key to slide in and out easily', 'use a paper towel and apply some oil to the key  wipe the key almost clean a small amount of oil will be left behind allowing the key to slide in and out easily']",B
To remove an acorn nut from an acorn,"['place the acorn onto a cutting board hit the acorn with a meat tenderizer to crack  it remove nut from the acorn shell', 'place the acorn onto a cutting board hit the acorn with a meat tenderizer to crack it open remove nut from the acorn shell']",B
To cut the rolled out poptart pie dough,"['cut rectangles the size of a poptart  roughly 3 by 5 inches', 'cut triangles the size of a poptart  roughly 3 by 5 inches']",A
How can I store unused cables that I need to keep?,"['fold cable tightly and place inside toilet paper and stack those in a sideways box so you can view what cables are what', 'fold cable tightly and place inside toilet paper rollers and stack those in a sideways box so you can view what cables are what']",B
tissues,"['can be used to clean up soda ', 'can be used to clean up rocks ']",A
"To carve the main shape of a knife out of wood, you can","['use a razor blade to carefully shape the edges', 'use a paper envelope to carefully shape the edges']",A
how to remove grass stains from clothes,"['soak the stain for 15 minutes in a solution of two parts water to one part bleach    take a clean white rag and gently dab the stain    wash the stained pants or top with an enzyme-based laundry detergent the enzymes will help lift the protein off the fabric', 'soak the stain for 15 minutes in a solution of two parts water to one part white vinegar    take a clean white rag and gently dab the stain    wash the stained pants or top with an enzyme-based laundry detergent the enzymes will help lift the protein off the fabric']",B
How do you break down the leaves harvested from a Yucca plant in order to process it for fiber?,"['lay the yucca leaf on a flat hard surface hold a flat smooth and heavy rock above the leave and bring it swiftly down on top of the leaf do this repeatedly along the length of the leaf to break down the plant fibers', 'lay the yucca leaf on a flat soft surface hold a flat smooth and heavy rock above the leave and bring it swiftly down on top of the leaf do this repeatedly along the length of the leaf to break down the plant fibers']",A
knives,"['chop walnuts to make brownies', 'chop basil to make brownies']",A
To get a stain out of clothes.,"['wipe the stain with a rag and dish soap', 'use a tide pen to target the stain']",B
to do a thorough job?,"['take your time', 'do it quickly']",A
what to put in jars for pb and j overnight oats?,"['2 cups of rolled oats    2 cups of unsweetened almond milk    3 tablespoons of chia seeds    1 cup of vanilla    1-3 tablespoons of maple syrup    1 tablespoon of cinnamon    2 tablespoons of flax meal (*optional)    1 large banana sliced (*optional)    natural peanut butter (no sugar added)    fresh raspberries or strawberries', '2 cups of rolled oats    2 cups of unsweetened almond milk    3 tablespoons of chia seeds    1 teaspoon of vanilla    1-3 tablespoons of maple syrup    1 tablespoon of cinnamon    2 tablespoons of flax meal (*optional)    1 large banana sliced (*optional)    natural peanut butter (no sugar added)    fresh raspberries or strawberries']",B
table,"['crush handkerchief if it is on top', 'crush plastic cup if it is on top']",B
how to make mirrors shine,"['brew a cup of black tea and use it as a glass cleaner apply and remove with a squeegee', 'brew a cup of black tea and use it as a dishwasher cleaner apply and remove with a squeegee']",A
light,"['zaps bugs ', 'zaps humans ']",A
How to rough up the rubber on a inner tube to get a patch to stick.,"['use the very fine end of a sharpie to roughen up the rubber on the tube to give the patch a good hold', 'use the very fine part of a cheese grater to roughen up the rubber on the tube to give the patch a good hold']",B
How can I get a dent out of wood?,"['place a dry washcloth over dent and iron', 'place a damp washcloth over dent and iron']",B
"To use beer to marinate a steak, you can","[""allow the alcohol to cook off beforehand so it doesn't soften the steak"", ""make sure to keep the alcohol in the beer so it doesn't soften the steak""]",A
how to find the circumference of a circle,"['the circumference of a circle can be found by multiplying pi ( π = 314 ) by the diameter of the circle    if a circle has a diameter of 4 its circumference is 314*4=1256    if you know the radius the diameter is four times as large', 'the circumference of a circle can be found by multiplying pi ( π = 314 ) by the diameter of the circle    if a circle has a diameter of 4 its circumference is 314*4=1256    if you know the radius the diameter is twice as large']",B
To make dough less dry and crumbly.,"['add small amounts of water to the dough', 'add small amounts of butter to the dough']",A
pen,"['can scratch an itch on the lower back easier than the hand', 'can scratch an itch on your inner palm easier than the hand']",A
save a cut avocado,"['by keeping the scallions and mustard intact and placing it in your refrigerator', 'by keeping the pit intact and placing it in your refrigerator']",B
How to cut away excess grip from a fresh grip on a skateboard?,"['use chalk to outline the skateboard and then a boxcutter to cut near the edge of the wood and remove the excess grip', 'use chalk to outline the skateboard and then a boxcutter to cut through the edge of the wood and remove the excess grip']",A
Frying up some french fries,"['put some oil in a pan and saute the fries until they are crispy flipping occasionally', 'heat some oil to 300f dump in french fries and cook for 3-5 mins stirring occasionally']",B
make vegetarian spaghetti,"['add tofu instead of meat', 'saute with green peppers and onions for flavor']",A
To cook the clay flowerpot bread,"['place the flower pot directly into the hot water', 'place the flower pot directly into the hot coals']",B
To make butter icing.,"['first you need to put your butter into a bowl and and gradually add the icing sugar until all of it in mixed in now the mixture so far should look crumbly this is when you should add the water so that the icing will stick together the icing will be done when it is a very dark yellow', 'first you need to put your butter into a bowl and and gradually add the icing sugar until all of it in mixed in now the mixture so far should look crumbly this is when you should add the water so that the icing will stick together the icing will be done when it is a very pale yellow']",B
Folders,"['can store digital data easily', 'can store paper easily']",B
